Term,Stamm,Sprache,Zeitraum
தானியம்,धान्य,Sanskrit,1500 BCE - present (liturgical/classical)
தாவரம்,स्थावर,Sanskrit,1500 BCE - present (liturgical/classical)
காய்கறி,காய்,Tamil,300 BCE - present
காய்கறி,கறி,Tamil,300 BCE - present
வேம்பு,*wēmpu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பண்டிகை,பண்டம்,Tamil,300 BCE - present
பண்டிகை,ஈகை,Tamil,300 BCE - present
பொன்,*pon,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
புதுச்சேரி,புது,Tamil,300 BCE - present
புதுச்சேரி,சேரி,Tamil,300 BCE - present
யமன்,यम,Sanskrit,1500 BCE - present (liturgical/classical)
வருணன்,वरुण,Sanskrit,1500 BCE - present (liturgical/classical)
சண்டை,चण्ड,Sanskrit,1500 BCE - present (liturgical/classical)
யுத்தம்,युद्ध,Sanskrit,1500 BCE - present (liturgical/classical)
இலட்சுமணன்,लक्ष्मण,Sanskrit,1500 BCE - present (liturgical/classical)
அனுமன்,हनुमान्,Sanskrit,1500 BCE - present (liturgical/classical)
கிருட்டிணன்,कृष्ण,Sanskrit,1500 BCE - present (liturgical/classical)
பண்டிதன்,पण्डित,Sanskrit,1500 BCE - present (liturgical/classical)
சத்தியம்,सत्य,Sanskrit,1500 BCE - present (liturgical/classical)
முலையூட்டி,முலை,Tamil,300 BCE - present
முலையூட்டி,ஊட்டி,Tamil,300 BCE - present
பாலூட்டி,பால்,Tamil,300 BCE - present
பாலூட்டி,ஊட்டி,Tamil,300 BCE - present
பாற்பசு,பால்,Tamil,300 BCE - present
பாற்பசு,பசு,Tamil,300 BCE - present
ஆட்டுப்பால்,ஆடு,Tamil,300 BCE - present
ஆட்டுப்பால்,பால்,Tamil,300 BCE - present
குலம்,कुल,Sanskrit,1500 BCE - present (liturgical/classical)
நீர்வளம்,நீர்,Tamil,300 BCE - present
நீர்வளம்,வளம்,Tamil,300 BCE - present
மண்வளம்,மண்,Tamil,300 BCE - present
மண்வளம்,வளம்,Tamil,300 BCE - present
சொல்வளம்,சொல்,Tamil,300 BCE - present
சொல்வளம்,வளம்,Tamil,300 BCE - present
மண்,𑀫𑀡𑁆,Old Tamil,300 BCE - 700 CE
மனிதவளம்,மனிதம்,Tamil,300 BCE - present
மனிதவளம்,வளம்,Tamil,300 BCE - present
சிகரம்,शिखर,Sanskrit,1500 BCE - present (liturgical/classical)
சொல்லாட்சி,சொல்,Tamil,300 BCE - present
சொல்லாட்சி,ஆட்சி,Tamil,300 BCE - present
சொல்லியல்,சொல்,Tamil,300 BCE - present
சொல்லியல்,இயல்,Tamil,300 BCE - present
பாறை,*pāṯay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சொற்பிறப்பியல்,சொல்,Tamil,300 BCE - present
சொற்பிறப்பியல்,பிறப்பு,Tamil,300 BCE - present
சொற்பிறப்பியல்,இயல்,Tamil,300 BCE - present
சொற்பொழிவு,சொற்,Tamil,300 BCE - present
சொற்பொழிவு,பொழிவு,Tamil,300 BCE - present
பிரபந்தம்,प्रबन्ध,Sanskrit,1500 BCE - present (liturgical/classical)
விலயம்,विलय,Sanskrit,1500 BCE - present (liturgical/classical)
மாமிசம்,मांस,Sanskrit,1500 BCE - present (liturgical/classical)
நூலறிவு,நூல்,Tamil,300 BCE - present
நூலறிவு,அறிவு,Tamil,300 BCE - present
படிப்பறிவு,படிப்பு,Tamil,300 BCE - present
படிப்பறிவு,அறிவு,Tamil,300 BCE - present
கல்விக்கூடம்,கல்வி,Tamil,300 BCE - present
கல்விக்கூடம்,கூடம்,Tamil,300 BCE - present
கலைஞர்,कलाज्ञ,Sanskrit,1500 BCE - present (liturgical/classical)
கலைஞர்,कला,Sanskrit,1500 BCE - present (liturgical/classical)
கலைஞர்,-ज्ञ,Sanskrit,1500 BCE - present (liturgical/classical)
கலைச்சொல்,கலை,Tamil,300 BCE - present
கலைச்சொல்,சொல்,Tamil,300 BCE - present
பேசு,*pēẓ- ~ *pēč-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அறிவாய்வியல்,அறிவு,Tamil,300 BCE - present
அறிவாய்வியல்,அறிவியல்,Tamil,300 BCE - present
சங்கம்,𑀘𑀗𑁆𑀓𑀫𑁆,Old Tamil,300 BCE - 700 CE
காமம்,काम,Sanskrit,1500 BCE - present (liturgical/classical)
காய்,*kāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பாகற்காய்,பாகு,Tamil,300 BCE - present
பாகற்காய்,அல்,Tamil,300 BCE - present
பாகற்காய்,காய்,Tamil,300 BCE - present
பலாப்பழம்,பலா,Tamil,300 BCE - present
பலாப்பழம்,பழம்,Tamil,300 BCE - present
பீர்க்கங்காய்,பீர்க்கம்,Tamil,300 BCE - present
பீர்க்கங்காய்,காய்,Tamil,300 BCE - present
கமலம்,कमल,Sanskrit,1500 BCE - present (liturgical/classical)
பதுமம்,पद्म,Sanskrit,1500 BCE - present (liturgical/classical)
கோவைக்காய்,கோவை,Tamil,300 BCE - present
கோவைக்காய்,காய்,Tamil,300 BCE - present
மிருகம்,मृग,Sanskrit,1500 BCE - present (liturgical/classical)
அடுப்பு,அடு,Tamil,300 BCE - present
அடுப்பு,-ப்பு,Tamil,300 BCE - present
மதியம்,मध्य,Sanskrit,1500 BCE - present (liturgical/classical)
கடல்நீர்,கடல்,Tamil,300 BCE - present
கடல்நீர்,நீர்,Tamil,300 BCE - present
பயணம்,प्रयाण,Sanskrit,1500 BCE - present (liturgical/classical)
பகரம்,*pakal,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பகல்,*pakal,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பயம்,भय,Sanskrit,1500 BCE - present (liturgical/classical)
பயம்,पयस्,Sanskrit,1500 BCE - present (liturgical/classical)
பயம்,फल,Sanskrit,1500 BCE - present (liturgical/classical)
மனம்,मनस्,Sanskrit,1500 BCE - present (liturgical/classical)
மண்டலம்,மண்,Tamil,300 BCE - present
மண்டலம்,தலம்,Tamil,300 BCE - present
மண்டலம்,मण्डल,Sanskrit,1500 BCE - present (liturgical/classical)
வானம்,वान,Sanskrit,1500 BCE - present (liturgical/classical)
பேச்சாளர்,*pēẓ- ~ *pēč-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
திராட்சை,द्राक्षा,Sanskrit,1500 BCE - present (liturgical/classical)
பேச்சுவார்த்தை,பேச்சு,Tamil,300 BCE - present
பேச்சுவார்த்தை,வார்த்தை,Tamil,300 BCE - present
பேச்சு,*pēẓ- ~ *pēc-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
பழந்தின்னி வௌவால்,பழந்தின்னி,Tamil,300 BCE - present
பழந்தின்னி வௌவால்,வௌவால்,Tamil,300 BCE - present
சோதிடம்,ज्योतिष,Sanskrit,1500 BCE - present (liturgical/classical)
ஆயுதம்,आयुध,Sanskrit,1500 BCE - present (liturgical/classical)
இசைக்கருவி,இசை,Tamil,300 BCE - present
இசைக்கருவி,கருவி,Tamil,300 BCE - present
இசை கருவி,இசை,Tamil,300 BCE - present
இசை கருவி,கருவி,Tamil,300 BCE - present
இசைப்பாட்டு,இசை,Tamil,300 BCE - present
இசைப்பாட்டு,பாட்டு,Tamil,300 BCE - present
வேதம்,वेद,Sanskrit,1500 BCE - present (liturgical/classical)
சமயம்,समय,Sanskrit,1500 BCE - present (liturgical/classical)
மதம்,मत,Sanskrit,1500 BCE - present (liturgical/classical)
மதம்,मद,Sanskrit,1500 BCE - present (liturgical/classical)
ஞானம்,𑀜𑀸𑀷𑀫𑁆,Old Tamil,300 BCE - 700 CE
ஞானம்,ज्ञान,Sanskrit,1500 BCE - present (liturgical/classical)
சந்தனம்,चन्दन,Sanskrit,1500 BCE - present (liturgical/classical)
கூரைவீடு,கூரை,Tamil,300 BCE - present
கூரைவீடு,வீடு,Tamil,300 BCE - present
கட்சி,कक्ष,Sanskrit,1500 BCE - present (liturgical/classical)
எங்கே,*yā,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கருப்பை,கரு,Tamil,300 BCE - present
கருப்பை,பை,Tamil,300 BCE - present
கருப்பை,गर्भ,Sanskrit,1500 BCE - present (liturgical/classical)
இரைப்பை,இரை,Tamil,300 BCE - present
இரைப்பை,பை,Tamil,300 BCE - present
சினைப்பை,சினை,Tamil,300 BCE - present
சினைப்பை,பை,Tamil,300 BCE - present
கைப்பை,கை,Tamil,300 BCE - present
கைப்பை,பை,Tamil,300 BCE - present
காகிதம்,𑀓𑀸𑀕𑀤,Prakrit,500 BCE - 1000 CE
காகிதம்,کاغذ‎,Persian,1000 CE - present
மலம்,मल,Sanskrit,1500 BCE - present (liturgical/classical)
பித்தப்பை,பித்தம்,Tamil,300 BCE - present
பித்தப்பை,பை,Tamil,300 BCE - present
கதை,कथा,Sanskrit,1500 BCE - present (liturgical/classical)
சிறுகதை,சிறு,Tamil,300 BCE - present
சிறுகதை,கதை,Tamil,300 BCE - present
அத்தை,*atta,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அம்மாய்,அம்மா,Tamil,300 BCE - present
அம்மாய்,ஆய்,Tamil,300 BCE - present
ஊர்க்கதை,ஊர்,Tamil,300 BCE - present
ஊர்க்கதை,கதை,Tamil,300 BCE - present
ஊர்காவல்,ஊர்,Tamil,300 BCE - present
ஊர்காவல்,காவல்,Tamil,300 BCE - present
ஊர்வன,ஊர்,Tamil,300 BCE - present
ஊர்வன,இனம்,Tamil,300 BCE - present
வலி,बल,Sanskrit,1500 BCE - present (liturgical/classical)
களம்,काल,Sanskrit,1500 BCE - present (liturgical/classical)
களம்,कलत्र,Sanskrit,1500 BCE - present (liturgical/classical)
களம்,गल,Sanskrit,1500 BCE - present (liturgical/classical)
ரவை,लव,Sanskrit,1500 BCE - present (liturgical/classical)
லட்டு,लड्डू,Sanskrit,1500 BCE - present (liturgical/classical)
பாயசம்,पायस,Sanskrit,1500 BCE - present (liturgical/classical)
வடை,वड़ा,Hindi,not available
வடைப்பருப்பு,வடை,Tamil,300 BCE - present
வடைப்பருப்பு,பருப்பு,Tamil,300 BCE - present
பார்வையாளர்,பார்வை,Tamil,300 BCE - present
பார்வையாளர்,-ஆளர்,Tamil,300 BCE - present
பார்வை,பார்,Tamil,300 BCE - present
பார்வை,வை,Tamil,300 BCE - present
சாதம்,जात,Sanskrit,1500 BCE - present (liturgical/classical)
அன்னம்,हंस,Sanskrit,1500 BCE - present (liturgical/classical)
தேங்காய்,தென்னம்,Tamil,300 BCE - present
தேங்காய்,காய்,Tamil,300 BCE - present
தேங்காய்,*tenkāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மிளகாய்,மிள-,Tamil,300 BCE - present
மிளகாய்,காய்,Tamil,300 BCE - present
ஆலமரம்,ஆல்,Tamil,300 BCE - present
ஆலமரம்,மரம்,Tamil,300 BCE - present
துவாரம்,द्वार,Sanskrit,1500 BCE - present (liturgical/classical)
அமிர்தம்,अमृत,Sanskrit,1500 BCE - present (liturgical/classical)
அமிர்தம்,*amŕ̥tas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
அமிர்தம்,*amŕ̥tas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
அமிர்தம்,*n̥mr̥tós,Proto-Indo-European,4500 BCE - 2500 BCE
குவளை,गोला,Sanskrit,1500 BCE - present (liturgical/classical)
கோமான்,*kōn,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கோ,*kō,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
கோட்டை,*kōṭṭ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஸ்தலம்,स्थल,Sanskrit,1500 BCE - present (liturgical/classical)
தேசபாஷை,देश,Sanskrit,1500 BCE - present (liturgical/classical)
தேசாதிபதி,देश,Sanskrit,1500 BCE - present (liturgical/classical)
தேசாசாரம்,देश,Sanskrit,1500 BCE - present (liturgical/classical)
இல்லகம்,இல்,Tamil,300 BCE - present
இல்லகம்,அகம்,Tamil,300 BCE - present
இல்லாள்,இல்,Tamil,300 BCE - present
இல்லாள்,ஆள்,Tamil,300 BCE - present
மார்பகம்,மார்பு,Tamil,300 BCE - present
மார்பகம்,அகம்,Tamil,300 BCE - present
குணம்,गुण,Sanskrit,1500 BCE - present (liturgical/classical)
பெயர்வேற்றுமை,பெயர்,Tamil,300 BCE - present
பெயர்வேற்றுமை,வேற்றுமை,Tamil,300 BCE - present
இயல்புகணம்,இயல்பு,Tamil,300 BCE - present
இயல்புகணம்,கணம்,Tamil,300 BCE - present
கணம்,गण,Sanskrit,1500 BCE - present (liturgical/classical)
கணம்,क्षण,Sanskrit,1500 BCE - present (liturgical/classical)
பெயர்த்திரிசொல்,பெயர்,Tamil,300 BCE - present
பெயர்த்திரிசொல்,திரிசொல்,Tamil,300 BCE - present
பெயர்த்துரை,பெயர்,Tamil,300 BCE - present
பெயர்த்துரை,துரை,Tamil,300 BCE - present
பெயர்புறம்,பெயர்,Tamil,300 BCE - present
பெயர்புறம்,புறம்,Tamil,300 BCE - present
பெயர்வழி,பெயர்,Tamil,300 BCE - present
பெயர்வழி,வழி,Tamil,300 BCE - present
மழைநீர்,மழை,Tamil,300 BCE - present
மழைநீர்,நீர்,Tamil,300 BCE - present
தொழிற்சாலை,தொழில்,Tamil,300 BCE - present
தொழிற்சாலை,சாலை,Tamil,300 BCE - present
பரோட்டா,परोठा,Marathi,not available
அப்பம்,*appam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சப்பாத்தி,چپاتی,Urdu,not available
சமோசா,समोसा,Hindi,not available
மைதா,میده,Classical Persian,800 CE - 1900 CE
சீரகம்,जीरक,Sanskrit,1500 BCE - present (liturgical/classical)
புட்பம்,पुष्प,Sanskrit,1500 BCE - present (liturgical/classical)
அக்கினிகர்ப்பம்,अग्निगर्भ,Sanskrit,1500 BCE - present (liturgical/classical)
