Term,Stamm,Sprache,Zeitraum
అగ్గిపెట్టె,అగ్గి,Telugu,600 CE - present
అగ్గిపెట్టె,పెట్టె,Telugu,600 CE - present
అగ్గిపెట్టు,అగ్గి,Telugu,600 CE - present
అగ్గిపెట్టు,పెట్టు,Telugu,600 CE - present
ప్రజ,प्रजा,Sanskrit,1500 BCE - present (liturgical/classical)
ఏడుకొండలు,ఏడు,Telugu,600 CE - present
ఏడుకొండలు,కొండలు,Telugu,600 CE - present
సినీనటుడు,సినిమా,Telugu,600 CE - present
సినీనటుడు,నటుడు,Telugu,600 CE - present
సినీనటి,సినిమా,Telugu,600 CE - present
సినీనటి,నటి,Telugu,600 CE - present
ప్రపంచ బ్యాంకు,World Bank,English,1550 CE - present
కృప,कृपा,Sanskrit,1500 BCE - present (liturgical/classical)
ఇలాతికాయ,ولائتی,Telugu,600 CE - present
ఇలాతికాయ,కాయ,Telugu,600 CE - present
ఇలాతికాయ,ఇలాతి,Telugu,600 CE - present
స్వర్గము,स्वर्ग,Sanskrit,1500 BCE - present (liturgical/classical)
ధన్యవాదాలు,धन्य,Sanskrit,1500 BCE - present (liturgical/classical)
బహుమూత్రము,బహు,Telugu,600 CE - present
బహుమూత్రము,మూత్రము,Telugu,600 CE - present
ఇక్షుమేహము,इक्षु,Telugu,600 CE - present
ఇక్షుమేహము,మేహము,Telugu,600 CE - present
ఇక్షుమేహము,ఇక్షువు,Telugu,600 CE - present
ఎర్రగడ్డ,ఎర్ర,Telugu,600 CE - present
ఎర్రగడ్డ,గడ్డ,Telugu,600 CE - present
షుగరు,sugar,English,1550 CE - present
షుగర్,sugar,English,1550 CE - present
కంప్యూటర్,computer,English,1550 CE - present
అగ్గినిప్పు,అగ్గి,Telugu,600 CE - present
అగ్గినిప్పు,నిప్పు,Telugu,600 CE - present
రేరాజు,రే,Telugu,600 CE - present
రేరాజు,రాజు,Telugu,600 CE - present
క్షప,क्षप्,Sanskrit,1500 BCE - present (liturgical/classical)
ట్రయిను,train,English,1550 CE - present
ప్రచ్ఛన్నయుద్ధము,ప్రచ్ఛన్నము,Telugu,600 CE - present
ప్రచ్ఛన్నయుద్ధము,యుద్ధము,Telugu,600 CE - present
అగ్రరాజ్యము,అగ్రము,Telugu,600 CE - present
అగ్రరాజ్యము,రాజ్యము,Telugu,600 CE - present
కాపి,copy,English,1550 CE - present
దరఖాస్తు,درخواست,Persian,1000 CE - present
సెనగ,चण,Sanskrit,1500 BCE - present (liturgical/classical)
ఇష్టపడు,ఇష్టము,Telugu,600 CE - present
ఇష్టపడు,పడు,Telugu,600 CE - present
తునితగవు,తుని,Telugu,600 CE - present
తునితగవు,తగవు,Telugu,600 CE - present
బోనము,भोजन,Sanskrit,1500 BCE - present (liturgical/classical)
రేడియోసినిమా,రేడియో,Telugu,600 CE - present
రేడియోసినిమా,సినిమా,Telugu,600 CE - present
అరుసు,राजन्,Sanskrit,1500 BCE - present (liturgical/classical)
అరుసు,ಅರಸು,Kannada,450 CE - present
డాకడ,డా,Telugu,600 CE - present
డాకడ,కడ,Telugu,600 CE - present
వడకుగుబ్బలి,వడకు,Telugu,600 CE - present
వడకుగుబ్బలి,గుబ్బలి,Telugu,600 CE - present
వడకుకొండ,వడకు,Telugu,600 CE - present
వడకుకొండ,కొండ,Telugu,600 CE - present
చన్నుగవ,చన్ను,Telugu,600 CE - present
చన్నుగవ,కవ,Telugu,600 CE - present
చన్నుపాలు,చన్ను,Telugu,600 CE - present
చన్నుపాలు,పాలు,Telugu,600 CE - present
బువ్వదిండి,బువ్వ,Telugu,600 CE - present
బువ్వదిండి,తిండి,Telugu,600 CE - present
నిరాహార,निराहार,Sanskrit,1500 BCE - present (liturgical/classical)
పడుచులతిండి,పడుచులు,Telugu,600 CE - present
పడుచులతిండి,తిండి,Telugu,600 CE - present
పొలదిండి,పొల,Telugu,600 CE - present
పొలదిండి,తిండి,Telugu,600 CE - present
తిండిపంద,తిండి,Telugu,600 CE - present
తిండిపంద,పంద,Telugu,600 CE - present
ఎరచితిండి,ఎరచి,Telugu,600 CE - present
ఎరచితిండి,తిండి,Telugu,600 CE - present
దుస్-,दुस्-,Sanskrit,1500 BCE - present (liturgical/classical)
దుస్-,*duš-,Proto-Indo-Aryan,2000 BCE - 1500 BCE
దుస్-,*duš-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
దుస్-,*dus-,Proto-Indo-European,4500 BCE - 2500 BCE
పడుండు,పడి,Telugu,600 CE - present
పడుండు,ఉండు,Telugu,600 CE - present
వాకిలితలుపు,వాకిలి,Telugu,600 CE - present
వాకిలితలుపు,తలుపు,Telugu,600 CE - present
భటురాలు,भट,Sanskrit,1500 BCE - present (liturgical/classical)
వాకిటిలెంక,వాకిటి,Telugu,600 CE - present
వాకిటిలెంక,లెంక,Telugu,600 CE - present
చావుపడక,చావు,Telugu,600 CE - present
చావుపడక,పడక,Telugu,600 CE - present
త్రావునీరు,త్రావు,Telugu,600 CE - present
త్రావునీరు,నీరు,Telugu,600 CE - present
త్రావుబోతు,త్రావు,Telugu,600 CE - present
త్రావుబోతు,పోతు,Telugu,600 CE - present
చుట్టతాగు,చుట్ట,Telugu,600 CE - present
చుట్టతాగు,తాగు,Telugu,600 CE - present
చుట్టత్రావు,చుట్ట,Telugu,600 CE - present
చుట్టత్రావు,త్రావు,Telugu,600 CE - present
చుట్టత్రాగు,చుట్ట,Telugu,600 CE - present
చుట్టత్రాగు,త్రాగు,Telugu,600 CE - present
చుట్టపట్టు,చుట్ట,Telugu,600 CE - present
చుట్టపట్టు,పట్టు,Telugu,600 CE - present
పొగమంచు,పొగ,Telugu,600 CE - present
పొగమంచు,మంచు,Telugu,600 CE - present
మంచుగడ్డ,మంచు,Telugu,600 CE - present
మంచుగడ్డ,గడ్డ,Telugu,600 CE - present
పొగబాణము,పొగ,Telugu,600 CE - present
పొగబాణము,బాణము,Telugu,600 CE - present
పొగచెట్టు,పొగ,Telugu,600 CE - present
పొగచెట్టు,చెట్టు,Telugu,600 CE - present
పొగాకుచెట్టు,పొగ,Telugu,600 CE - present
పొగాకుచెట్టు,ఆకు,Telugu,600 CE - present
పొగాకుచెట్టు,చెట్టు,Telugu,600 CE - present
పొగకర్ర,పొగ,Telugu,600 CE - present
పొగకర్ర,కర్ర,Telugu,600 CE - present
పొగగూడు,పొగ,Telugu,600 CE - present
పొగగూడు,గూడు,Telugu,600 CE - present
మరుగుదొడ్డి,మరుగు,Telugu,600 CE - present
మరుగుదొడ్డి,దొడ్డి,Telugu,600 CE - present
మరుగుపెరడు,మరుగు,Telugu,600 CE - present
మరుగుపెరడు,పెరడు,Telugu,600 CE - present
కూరపెరడు,కూర,Telugu,600 CE - present
కూరపెరడు,పెరడు,Telugu,600 CE - present
పెరటిగుమ్మము,పెరటి,Telugu,600 CE - present
పెరటిగుమ్మము,గుమ్మము,Telugu,600 CE - present
పెరటిదోవ,పెరటి,Telugu,600 CE - present
పెరటిదోవ,దోవ,Telugu,600 CE - present
సాలెవాడు,సాలె,Telugu,600 CE - present
సాలెవాడు,వాడు,Telugu,600 CE - present
సాలె,जालिक,Sanskrit,1500 BCE - present (liturgical/classical)
బువ్వకుడుపు,బువ్వ,Telugu,600 CE - present
బువ్వకుడుపు,కుడుపు,Telugu,600 CE - present
అన్నప్రాశనము,अन्नप्राशन,Sanskrit,1500 BCE - present (liturgical/classical)
చావుదెబ్బ,చావు,Telugu,600 CE - present
చావుదెబ్బ,దెబ్బ,Telugu,600 CE - present
తొలిబువ్వము,తొలి,Telugu,600 CE - present
తొలిబువ్వము,బువ్వము,Telugu,600 CE - present
హరిబువ్వము,హరి,Telugu,600 CE - present
హరిబువ్వము,బువ్వము,Telugu,600 CE - present
ప్రొద్దుతిరుగుడు,ప్రొద్దు,Telugu,600 CE - present
ప్రొద్దుతిరుగుడు,తిరుగుడు,Telugu,600 CE - present
కలుకోట,కలు,Telugu,600 CE - present
కలుకోట,కోట,Telugu,600 CE - present
కలుగానుగ,కలు,Telugu,600 CE - present
కలుగానుగ,గానుగ,Telugu,600 CE - present
రాతిగానుగ,రాతి,Telugu,600 CE - present
రాతిగానుగ,గానుగ,Telugu,600 CE - present
కలుగుండు,కలు,Telugu,600 CE - present
కలుగుండు,గుండు,Telugu,600 CE - present
పెద్దరాయి,పెద్ద,Telugu,600 CE - present
పెద్దరాయి,రాయి,Telugu,600 CE - present
గండశైలము,गण्डशैल,Sanskrit,1500 BCE - present (liturgical/classical)
గండశిల,गण्डशिला,Sanskrit,1500 BCE - present (liturgical/classical)
తిరుగుడుచీల,తిరుగుడు,Telugu,600 CE - present
తిరుగుడుచీల,చీల,Telugu,600 CE - present
తిరుగుడునొక్కు,తిరుగుడు,Telugu,600 CE - present
తిరుగుడునొక్కు,నొక్కు,Telugu,600 CE - present
మలుచుట్టుచీల,మలుచుట్టు,Telugu,600 CE - present
మలుచుట్టుచీల,చీల,Telugu,600 CE - present
మలుచుట్టు,మలు,Telugu,600 CE - present
మలుచుట్టు,చుట్టు,Telugu,600 CE - present
మరచుట్టుచీల,మరచుట్టు,Telugu,600 CE - present
మరచుట్టుచీల,చీల,Telugu,600 CE - present
మరచుట్టు,మర,Telugu,600 CE - present
మరచుట్టు,చుట్టు,Telugu,600 CE - present
తక్కెడముల్లు,తక్కెడ,Telugu,600 CE - present
తక్కెడముల్లు,ముల్లు,Telugu,600 CE - present
త్రాసుముల్లు,త్రాసు,Telugu,600 CE - present
త్రాసుముల్లు,ముల్లు,Telugu,600 CE - present
తిరుగాణి,తిరుగు,Telugu,600 CE - present
తిరుగాణి,ఆణి,Telugu,600 CE - present
చెరుకుగానుగ,చెరుకు,Telugu,600 CE - present
చెరుకుగానుగ,గానుగ,Telugu,600 CE - present
గానుగరోలు,గానుగ,Telugu,600 CE - present
గానుగరోలు,రోలు,Telugu,600 CE - present
గానుగాడు,గానుగ,Telugu,600 CE - present
గానుగాడు,ఆడు,Telugu,600 CE - present
గానుగపిండి,గానుగ,Telugu,600 CE - present
గానుగపిండి,పిండి,Telugu,600 CE - present
పండుకొను,పండు,Telugu,600 CE - present
పండుకొను,కొను,Telugu,600 CE - present
పండబెట్టు,పండు,Telugu,600 CE - present
పండబెట్టు,పెట్టు,Telugu,600 CE - present
వాచచ్చిననాడు,వా,Telugu,600 CE - present
వాచచ్చిననాడు,చచ్చిన,Telugu,600 CE - present
వాచచ్చిననాడు,వాడు,Telugu,600 CE - present
బీగపుచెవి,బీగపు,Telugu,600 CE - present
బీగపుచెవి,చెవి,Telugu,600 CE - present
బీగమువేయు,బీగము,Telugu,600 CE - present
బీగమువేయు,వేయు,Telugu,600 CE - present
బీగముతీయు,బీగము,Telugu,600 CE - present
బీగముతీయు,తీయు,Telugu,600 CE - present
తాళపుచెవి,తాళపు,Telugu,600 CE - present
తాళపుచెవి,చెవి,Telugu,600 CE - present
తాళమువేయు,తాళము,Telugu,600 CE - present
తాళమువేయు,వేయు,Telugu,600 CE - present
చవిగొను,చవి,Telugu,600 CE - present
చవిగొను,కొను,Telugu,600 CE - present
చవికాని,చవి,Telugu,600 CE - present
చవికాని,కాని,Telugu,600 CE - present
వాచవి,వా,Telugu,600 CE - present
వాచవి,చవి,Telugu,600 CE - present
వాతెర,వా,Telugu,600 CE - present
వాతెర,తెర,Telugu,600 CE - present
వాపాఠము,వా,Telugu,600 CE - present
వాపాఠము,పాఠము,Telugu,600 CE - present
వాచరచు,వా,Telugu,600 CE - present
వాచరచు,చరచు,Telugu,600 CE - present
వాకట్టు,వా,Telugu,600 CE - present
వాకట్టు,కట్టు,Telugu,600 CE - present
తాటికల్లు,తాటి,Telugu,600 CE - present
తాటికల్లు,కల్లు,Telugu,600 CE - present
నారికేళపుకల్లు,నారికేళపు,Telugu,600 CE - present
నారికేళపుకల్లు,కల్లు,Telugu,600 CE - present
కొబ్బరికల్లు,కొబ్బరి,Telugu,600 CE - present
కొబ్బరికల్లు,కల్లు,Telugu,600 CE - present
కల్లుకుండ,కల్లు,Telugu,600 CE - present
కల్లుకుండ,కుండ,Telugu,600 CE - present
కల్లుపెంట,కల్లు,Telugu,600 CE - present
కల్లుపెంట,పెంట,Telugu,600 CE - present
కొవ్విరకల్లు,కొవ్విర,Telugu,600 CE - present
కొవ్విరకల్లు,కల్లు,Telugu,600 CE - present
ఉట్టిచీల,ఉట్టి,Telugu,600 CE - present
ఉట్టిచీల,చీల,Telugu,600 CE - present
నిడుపుచీల,నిడుపు,Telugu,600 CE - present
నిడుపుచీల,చీల,Telugu,600 CE - present
అడ్డచీల,అడ్డ,Telugu,600 CE - present
అడ్డచీల,చీల,Telugu,600 CE - present
నాగేటిచీల,నాగేటి,Telugu,600 CE - present
నాగేటిచీల,చీల,Telugu,600 CE - present
చీలమన్ను,చీల,Telugu,600 CE - present
చీలమన్ను,మన్ను,Telugu,600 CE - present
చేతివెల,చెతి,Telugu,600 CE - present
చేతివెల,వెల,Telugu,600 CE - present
ఋణము,ऋण,Sanskrit,1500 BCE - present (liturgical/classical)
బాంకి,bank,English,1550 CE - present
మేమరువు,మే,Telugu,600 CE - present
మేమరువు,మరువు,Telugu,600 CE - present
ఒడలిమరువు,ఒడలి,Telugu,600 CE - present
ఒడలిమరువు,మరువు,Telugu,600 CE - present
taxi,taximètre,French,1600 CE - present
taxi,Taxameter,German,750 CE - present
taxi,taxa,Medieval Latin,600 CE - 1400 CE
January,Januarie,Middle English,1150 CE - 1500 CE
January,genever,Anglo-Norman,not available
January,iānuārius,Latin,700 BCE - 500 CE
January,*h₁ey-,Proto-Indo-European,4500 BCE - 2500 BCE
February,Februarie,Middle English,1150 CE - 1500 CE
February,Februārius,Latin,700 BCE - 500 CE
February,*dʰewh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
February,θεῖον,Ancient Greek,1500 BCE - 300 BCE
February,*dʰegʷʰris,Proto-Indo-European,4500 BCE - 2500 BCE
February,feoverel,Middle English,1150 CE - 1500 CE
February,feverier,Old French,800 CE - 1400 CE
भाषा,*bʰáHṣaH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
भाषा,*bʰáHšaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भाषा,*bʰeh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
नदी,*nadíH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चक्र,*ćakrám,Proto-Indo-Aryan,2000 BCE - 1500 BCE
चक्र,*čakrám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चक्र,*kʷékʷlos,Proto-Indo-European,4500 BCE - 2500 BCE
मुष्टि,*muštíš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आशा,*ā́śā,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आशा,*ā́ćā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कवि,*káwHiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
آلو,आलु,Sanskrit,1500 BCE - present (liturgical/classical)
रङ्ग,*reg-,Proto-Indo-European,4500 BCE - 2500 BCE
मणि,*maníṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मणि,*maníš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वार,*dwā́ram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
द्वार,*dʰwā́ram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वार,*dʰworom,Proto-Indo-European,4500 BCE - 2500 BCE
सेना,*sáynaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अग्नि,*Hagníṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अग्नि,*Hagnís,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अग्नि,*h₁n̥gʷnís,Proto-Indo-European,4500 BCE - 2500 BCE
तारक,*Hstar-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तारक,*h₂stḗr,Proto-Indo-European,4500 BCE - 2500 BCE
आत्मन्,*HáHtmā,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आत्मन्,*HáHtmā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वीप,*dwiHpás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
hospital,hospital,Old Portuguese,870 CE - 1400 CE
hospital,hospitālis,Late Latin,200 CE - 600 CE
hospital,hospitālis,Latin,700 BCE - 500 CE
गो,*gā́wš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गो,*gʷṓws,Proto-Indo-European,4500 BCE - 2500 BCE
कन्या,*kanyáH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कन्या,*ken-,Proto-Indo-European,4500 BCE - 2500 BCE
समुद्र,*wódr̥,Proto-Indo-European,4500 BCE - 2500 BCE
हंस,*ȷ́ʰansás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हंस,*ǵʰh₂éns,Proto-Indo-European,4500 BCE - 2500 BCE
स्त्री,*stríH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गुहा,*gʰawȷ́ʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मात्र,*mā́tram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्नेह,*snáyźʰas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
स्नेह,*snáyǰʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्नेह,*snóygʷʰos,Proto-Indo-European,4500 BCE - 2500 BCE
chave,chave,Old Portuguese,870 CE - 1400 CE
chave,clāvis,Latin,700 BCE - 500 CE
chave,*klāwis,Proto-Italic,1000 BCE - 700 BCE (disputed)
chave,*(s)kleh₂w-,Proto-Indo-European,4500 BCE - 2500 BCE
मुख,*múkʰam,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मुख,*múkʰam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मूत्र,*múHtrom,Proto-Indo-European,4500 BCE - 2500 BCE
योनि,*yawni,Proto-Indo-Iranian,2200 BCE - 1800 BCE
New York,new,English,1550 CE - present
New York,York,English,1550 CE - present
दक्षिण,*dáćšinas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ज़िला,ضِلْع,Arabic,600 CE - present
বাংলা,بنگاله,Persian,1000 CE - present
বাংলা,वङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
Shanghai,上海,Chinese,not available
Singapore,Singapura,Malay,not available
Singapore,सिंहपुर,Sanskrit,1500 BCE - present (liturgical/classical)
Singapore,सिंह,Sanskrit,1500 BCE - present (liturgical/classical)
Singapore,पुर,Sanskrit,1500 BCE - present (liturgical/classical)
विष्णु,*weys-,Proto-Indo-European,4500 BCE - 2500 BCE
हक़,حَقّ,Arabic,600 CE - present
حق,حَقّ,Arabic,600 CE - present
حق,حَقّ,Arabic,600 CE - present
March,March,Middle English,1150 CE - 1500 CE
March,marche,Anglo-Norman,not available
March,marz,Old French,800 CE - 1400 CE
March,mensis Mārtius,Latin,700 BCE - 500 CE
April,apprile,Middle English,1150 CE - 1500 CE
April,avrill,Old French,800 CE - 1400 CE
April,Aprīlis,Latin,700 BCE - 500 CE
April,𐌀𐌐𐌓𐌖,Etruscan,not available
April,Ἀφροδίτη,Ancient Greek,1500 BCE - 300 BCE
June,June,Middle English,1150 CE - 1500 CE
June,Juyn,Middle English,1150 CE - 1500 CE
June,juing,Old French,800 CE - 1400 CE
June,iūnius,Latin,700 BCE - 500 CE
June,*h₂yéwHō,Proto-Indo-European,4500 BCE - 2500 BCE
June,*h₂óyu,Proto-Indo-European,4500 BCE - 2500 BCE
May,May,Middle English,1150 CE - 1500 CE
May,mai,Old French,800 CE - 1400 CE
May,Māius,Latin,700 BCE - 500 CE
July,Julie,Middle English,1150 CE - 1500 CE
July,julie,Anglo-Norman,not available
July,jule,Old French,800 CE - 1400 CE
July,iūlius,Latin,700 BCE - 500 CE
August,August,Middle English,1150 CE - 1500 CE
August,Agustus,Old English,450 CE - 1150 CE
August,augustus,Latin,700 BCE - 500 CE
August,Augustus,Latin,700 BCE - 500 CE
September,septembre,Old French,800 CE - 1400 CE
September,september,Latin,700 BCE - 500 CE
September,*septḿ̥,Proto-Indo-European,4500 BCE - 2500 BCE
September,-ber,Latin,700 BCE - 500 CE
October,octobre,Old French,800 CE - 1400 CE
October,octōber,Latin,700 BCE - 500 CE
October,octō,Latin,700 BCE - 500 CE
October,*oḱtṓw,Proto-Indo-European,4500 BCE - 2500 BCE
October,-ber,Latin,700 BCE - 500 CE
November,Novembre,Middle English,1150 CE - 1500 CE
November,novembre,Old French,800 CE - 1400 CE
November,november,Latin,700 BCE - 500 CE
November,*h₁néwn̥,Proto-Indo-European,4500 BCE - 2500 BCE
November,-ber,Latin,700 BCE - 500 CE
December,December,Middle English,1150 CE - 1500 CE
December,decembre,Old French,800 CE - 1400 CE
December,december,Latin,700 BCE - 500 CE
December,decem,Latin,700 BCE - 500 CE
December,-ber,Latin,700 BCE - 500 CE
क्षीर,*kšiHrám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सरस्वती,*SáraswatiH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सरस्वती,*SáraswatiH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सरस्वती,*séles-wn̥t-ih₂,Proto-Indo-European,4500 BCE - 2500 BCE
फल,*paẓam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
फल,*bʰel-,Proto-Indo-European,4500 BCE - 2500 BCE
क्रीडा,*kriẓḍ-,Proto-Indo-Aryan,2000 BCE - 1500 BCE
उदक,*wódr̥,Proto-Indo-European,4500 BCE - 2500 BCE
श्वेत,*ćwaytás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
papa,papa,French,1600 CE - present
द्राक्षा,*dráHgẓʰaH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
द्राक्षा,*dʰráHȷ́žʰaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अम्बा,*(H)anmáH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वृषभ,*(w)r̥šabʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रहस्य,*raȷ́ʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आलय,*sley-,Proto-Indo-European,4500 BCE - 2500 BCE
अमृत,*amŕ̥tas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अमृत,*n̥mr̥tós,Proto-Indo-European,4500 BCE - 2500 BCE
गोधूम,गो,Sanskrit,1500 BCE - present (liturgical/classical)
गोधूम,धूम,Sanskrit,1500 BCE - present (liturgical/classical)
चर्मन्,*čárma,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चर्मन्,*(s)ker-,Proto-Indo-European,4500 BCE - 2500 BCE
पूर्ण,*pr̥Hnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पूर्ण,*pl̥h₁nós,Proto-Indo-European,4500 BCE - 2500 BCE
अक्ष,*Háṭṣas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अक्ष,*Háćšas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अक्ष,*h₂eḱs-,Proto-Indo-European,4500 BCE - 2500 BCE
जननी,*ǵenh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
जाति,*ȷ́aHtíṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
जाति,*ȷ́áHtiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
जाति,*ǵénh₁tis,Proto-Indo-European,4500 BCE - 2500 BCE
रवि,*h₂rewi-,Proto-Indo-European,4500 BCE - 2500 BCE
युवन्,*HyúHā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
युवन्,*h₂yéwHō,Proto-Indo-European,4500 BCE - 2500 BCE
barley,barly,Middle English,1150 CE - 1500 CE
barley,bærlīċ,Old English,450 CE - 1150 CE
barley,*baraz,Proto-Germanic,500 BCE - 500 CE
barley,*bʰars-,Proto-Indo-European,4500 BCE - 2500 BCE
teak,teca,Portuguese,1516 CE - present
teak,തേക്ക്,Malayalam,1200 CE - present (disputed)
teak,தேக்கு,Tamil,300 BCE - present
मध्य,*mádʰyas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मध्य,*médʰyos,Proto-Indo-European,4500 BCE - 2500 BCE
मन्,*man-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मन्,*men-,Proto-Indo-European,4500 BCE - 2500 BCE
मनस्,*mánas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मनस्,*ménos,Proto-Indo-European,4500 BCE - 2500 BCE
Cuba,cubao,Taíno,not available
श्री,*ćriHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नमस्कार,*némos,Proto-Indo-European,4500 BCE - 2500 BCE
राजन्,*h₃rḗǵs,Proto-Indo-European,4500 BCE - 2500 BCE
कपट,*kh₂emp-,Proto-Indo-European,4500 BCE - 2500 BCE
नगर,नृ,Sanskrit,1500 BCE - present (liturgical/classical)
नगर,*गर,Sanskrit,1500 BCE - present (liturgical/classical)
रात्रि,*HráHtriH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
रात्रि,*HráHtriH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रात्रि,*Hréh₁trih₂,Proto-Indo-European,4500 BCE - 2500 BCE
रेखा,*h₁reh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
धीर,*dʰer-,Proto-Indo-European,4500 BCE - 2500 BCE
धीर,*dʰeyh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
धेनु,*dʰa(H)inúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
धेनु,*dʰeh₁(y)-,Proto-Indo-European,4500 BCE - 2500 BCE
हस्त,*ȷ́ʰástas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हस्त,*ǵʰes-,Proto-Indo-European,4500 BCE - 2500 BCE
pato,pato,Old Portuguese,870 CE - 1400 CE
pato,بَطّ,Andalusian Arabic,not available
pato,بَطّ,Arabic,600 CE - present
pato,بت,Persian,1000 CE - present
car,carre,Anglo-Norman,not available
car,carra,Latin,700 BCE - 500 CE
car,*karros,Gaulish,not available
car,*karros,Proto-Celtic,1000 BCE - 500 BCE (disputed)
car,*karzijaną,Proto-Germanic,500 BCE - 500 CE
car,*gers-,Proto-Indo-European,4500 BCE - 2500 BCE
वृक,*wŕ̥kas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वृक,*wĺ̥kʷos,Proto-Indo-European,4500 BCE - 2500 BCE
वृक्ष,*wr̥ćšás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इतिहास,इति,Sanskrit,1500 BCE - present (liturgical/classical)
इतिहास,ह,Sanskrit,1500 BCE - present (liturgical/classical)
इतिहास,आस,Sanskrit,1500 BCE - present (liturgical/classical)
जानु,*ȷ́ā́nu,Proto-Indo-Iranian,2200 BCE - 1800 BCE
जानु,*ǵónu,Proto-Indo-European,4500 BCE - 2500 BCE
काल,*kār,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
भक्ति,*bʰaktíṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
भक्ति,*bʰaktíš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भक्ति,*bʰeh₂g-,Proto-Indo-European,4500 BCE - 2500 BCE
राम,*raHmás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
राम,*reh₁mós,Proto-Indo-European,4500 BCE - 2500 BCE
कृष्ण,*kr̥šnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कृष्ण,*kr̥snós,Proto-Indo-European,4500 BCE - 2500 BCE
tea,thee,Dutch,1500 CE - present
tea,茶,Min Nan,not available
tea,*s-la,Proto-Sino-Tibetan,not available
tea,茶,Chinese,not available
जय,*gʷey-,Proto-Indo-European,4500 BCE - 2500 BCE
वीर,*wiHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वीर,*wiHrós,Proto-Indo-European,4500 BCE - 2500 BCE
