Term,Stamm,Sprache,Zeitraum
Ersatzhaltestelle,Haltestelle,German,750 CE - present
Archetyp,ἀρχέτυπον,Ancient Greek,1500 BCE - 300 BCE
Torbogen,Tor,German,750 CE - present
Torbogen,bogen,German,750 CE - present
Auslaut,aus,German,750 CE - present
Auslaut,Laut,German,750 CE - present
Schlafgemach,Schlaf,German,750 CE - present
Schlafgemach,Gemach,German,750 CE - present
Schwarzbau,schwarz,German,750 CE - present
Schwarzbau,Bau,German,750 CE - present
Achselzucken,Achsel,German,750 CE - present
Achselzucken,zucken,German,750 CE - present
Fangfrage,Fang,German,750 CE - present
Fangfrage,Frage,German,750 CE - present
Widerwille,wider,German,750 CE - present
Widerwille,Wille,German,750 CE - present
Lufthauch,Luft,German,750 CE - present
Lufthauch,Hauch,German,750 CE - present
Mondgesicht,Mond,German,750 CE - present
Mondgesicht,Gesicht,German,750 CE - present
Dohne,done,Middle High German,1050 CE - 1500 CE
Dohne,thona,Old High German,750 CE - 1050 CE
Fenriswolf,Fenris,German,750 CE - present
Fenriswolf,Wolf,German,750 CE - present
Hühnerbraten,Hühner,German,750 CE - present
Hühnerbraten,Braten,German,750 CE - present
grüß dich,grüezen,Middle High German,1050 CE - 1500 CE
Fischfrikadelle,Fisch,German,750 CE - present
Fischfrikadelle,Frikadelle,German,750 CE - present
Fischfrikadellenbrötchen,Fischfrikadelle,German,750 CE - present
Fischfrikadellenbrötchen,Brötchen,German,750 CE - present
Fischfrikadellenbrötchen,Fisch,German,750 CE - present
Fischfrikadellenbrötchen,Frikadelle,German,750 CE - present
Fischfrikadellenbrötchen,Brot,German,750 CE - present
Fischfrikadellenbrötchen,-chen,German,750 CE - present
Baukalk,bauen,German,750 CE - present
Baukalk,Kalk,German,750 CE - present
Zeitreise,Zeit,German,750 CE - present
Zeitreise,Reise,German,750 CE - present
Autoschlange,Auto,German,750 CE - present
Autoschlange,Schlange,German,750 CE - present
Backstube,backen,German,750 CE - present
Backstube,Stube,German,750 CE - present
tiefkühlen,tief,German,750 CE - present
tiefkühlen,kühlen,German,750 CE - present
bes.,besonders,German,750 CE - present
auseinanderbrechen,auseinander,German,750 CE - present
auseinanderbrechen,brechen,German,750 CE - present
Flügelfenster,Flügel,German,750 CE - present
Flügelfenster,Fenster,German,750 CE - present
Slipeinlage,Slip,German,750 CE - present
Slipeinlage,Einlage,German,750 CE - present
wegbefördern,weg,German,750 CE - present
wegbefördern,befördern,German,750 CE - present
Aalfischer,Aal,German,750 CE - present
Aalfischer,Fischer,German,750 CE - present
Aalkorb,Aal,German,750 CE - present
Aalkorb,Korb,German,750 CE - present
Kyanit,κύανος,Ancient Greek,1500 BCE - 300 BCE
Nordseegarnele,Nordsee,German,750 CE - present
Nordseegarnele,Garnele,German,750 CE - present
Schörl,skör,Swedish,not available
Hornblende,Horn,German,750 CE - present
Hornblende,Blende,German,750 CE - present
Aalleiter,Aal,German,750 CE - present
Aalleiter,Leiter,German,750 CE - present
Aalquappe,Aal,German,750 CE - present
Aalquappe,Quappe,German,750 CE - present
Aalräucherei,Aal,German,750 CE - present
Aalräucherei,Räucherei,German,750 CE - present
Revierkampf,Revier,German,750 CE - present
Revierkampf,Kampf,German,750 CE - present
Aalreuse,Aal,German,750 CE - present
Aalreuse,Reuse,German,750 CE - present
Aalraupe,Aal,German,750 CE - present
Aalraupe,Raupe,German,750 CE - present
Lernkartei,lernen,German,750 CE - present
Lernkartei,Kartei,German,750 CE - present
Großraumbüro,groß,German,750 CE - present
Großraumbüro,Raum,German,750 CE - present
Großraumbüro,Büro,German,750 CE - present
Paneel,panēl,Middle Low German,1200 CE - 1600 CE
Paneel,paneel,Middle Dutch,1150 CE - 1500 CE
Paneel,panel,Old French,800 CE - 1400 CE
Paneel,*pannellus,Vulgar Latin,100 BCE - 600 CE
Aalspeer,Aal,German,750 CE - present
Aalspeer,Speer,German,750 CE - present
Aalstechen,Aal,German,750 CE - present
Aalstechen,stechen,German,750 CE - present
Aalstrich,Aal,German,750 CE - present
Aalstrich,Strich,German,750 CE - present
Konter,to ,English,1550 CE - present
Konter,contre,French,1600 CE - present
Aalsuppe,Aal,German,750 CE - present
Aalsuppe,Suppe,German,750 CE - present
Zusammenhalt,zusammen,German,750 CE - present
Zusammenhalt,Halt,German,750 CE - present
Aaltierchen,Aal,German,750 CE - present
Aaltierchen,Tierchen,German,750 CE - present
Aasblume,Aas,German,750 CE - present
Aasblume,Blume,German,750 CE - present
Glöckner,glockenære,Middle High German,1050 CE - 1500 CE
Aasgeruch,Aas,German,750 CE - present
Aasgeruch,Geruch,German,750 CE - present
Aasinsekt,Aas,German,750 CE - present
Aasinsekt,Insekt,German,750 CE - present
Aasjäger,Aas,German,750 CE - present
Aasjäger,Jäger,German,750 CE - present
Aasjägerei,Aas,German,750 CE - present
Aasjägerei,Jägerei,German,750 CE - present
Aaskrähe,Aas,German,750 CE - present
Aaskrähe,Krähe,German,750 CE - present
Jogginganzug,Jogging,German,750 CE - present
Jogginganzug,Anzug,German,750 CE - present
Jogginghose,Jogging,German,750 CE - present
Jogginghose,Hose,German,750 CE - present
Aasseite,Aas,German,750 CE - present
Aasseite,Seite,German,750 CE - present
satthaben,satt,German,750 CE - present
satthaben,haben,German,750 CE - present
Aaser,āser,Middle High German,1050 CE - 1500 CE
Fachwerkhaus,Fachwerk,German,750 CE - present
Fachwerkhaus,Haus,German,750 CE - present
Stechschritt,stechen,German,750 CE - present
Stechschritt,Schritt,German,750 CE - present
Bankangestellter,Bank,German,750 CE - present
Bankangestellter,Angestellter,German,750 CE - present
Studentenwohnheim,Student,German,750 CE - present
Studentenwohnheim,Wohnheim,German,750 CE - present
Turnhalle,turnen,German,750 CE - present
Turnhalle,Halle,German,750 CE - present
Eihülle,Ei,German,750 CE - present
Eihülle,Hülle,German,750 CE - present
Realien,reālis,Late Latin,200 CE - 600 CE
Realien,rēs,Latin,700 BCE - 500 CE
antrinken,an,German,750 CE - present
antrinken,trinken,German,750 CE - present
Butterdose,Butter,German,750 CE - present
Butterdose,Dose,German,750 CE - present
Pestwurz,Pest,German,750 CE - present
Pestwurz,Wurz,German,750 CE - present
Abbauerscheinung,Abbau,German,750 CE - present
Abbauerscheinung,Erscheinung,German,750 CE - present
Käsemesser,Käse,German,750 CE - present
Käsemesser,Messer,German,750 CE - present
Kochmesser,Koch,German,750 CE - present
Kochmesser,Messer,German,750 CE - present
Fischgabel,Fisch,German,750 CE - present
Fischgabel,Gabel,German,750 CE - present
Dauerwirkung,Dauer,German,750 CE - present
Dauerwirkung,Wirkung,German,750 CE - present
Fonduegabel,Fondue,German,750 CE - present
Fonduegabel,Gabel,German,750 CE - present
Austernmesser,Austern,German,750 CE - present
Austernmesser,Messer,German,750 CE - present
Salatgabel,Salat,German,750 CE - present
Salatgabel,Gabel,German,750 CE - present
Bratengabel,Braten,German,750 CE - present
Bratengabel,Gabel,German,750 CE - present
Grapefruitlöffel,Grapefruit,German,750 CE - present
Grapefruitlöffel,Löffel,German,750 CE - present
Eierlöffel,Eier,German,750 CE - present
Eierlöffel,Löffel,German,750 CE - present
Obstmesser,Obst,German,750 CE - present
Obstmesser,Messer,German,750 CE - present
Salzlöffel,Salz,German,750 CE - present
Salzlöffel,Löffel,German,750 CE - present
Zuckerlöffel,Zucker,German,750 CE - present
Zuckerlöffel,Löffel,German,750 CE - present
Senflöffel,Senf,German,750 CE - present
Senflöffel,Löffel,German,750 CE - present
Kaviarlöffel,Kaviar,German,750 CE - present
Kaviarlöffel,Löffel,German,750 CE - present
Sprechzeit,sprechen,German,750 CE - present
Sprechzeit,Zeit,German,750 CE - present
Navi,Navigationsgerät,German,750 CE - present
Salatschleuder,Salat,French,1600 CE - present
Salatschleuder,Schleuder,French,1600 CE - present
Zitronenpresse,Zitrone,German,750 CE - present
Zitronenpresse,Presse,German,750 CE - present
Monstrum,mōnstrum,Latin,700 BCE - 500 CE
zausen,zūsen,Middle High German,1050 CE - 1500 CE
zausen,zūsōn,Old High German,750 CE - 1050 CE
zausen,*tūsōn,Proto-West Germanic,before 500 CE (unconfirmed)
Schlepptau,schleppen,German,750 CE - present
Schlepptau,Tau,German,750 CE - present
ersäufen,ersoufen,Middle High German,1050 CE - 1500 CE
Hornfels,Horn,German,750 CE - present
Hornfels,Fels,German,750 CE - present
Moosachat,Moos,German,750 CE - present
Moosachat,Achat,German,750 CE - present
Rosenquarz,Rose,German,750 CE - present
Rosenquarz,Quarz,German,750 CE - present
Milchquarz,Milch,German,750 CE - present
Milchquarz,Quarz,German,750 CE - present
Tigerauge,Tiger,German,750 CE - present
Tigerauge,Auge,German,750 CE - present
Abbaugerechtigkeit,Abbau,German,750 CE - present
Abbaugerechtigkeit,Gerechtigkeit,German,750 CE - present
Flottille,flotilla,Spanish,1600 CE - present
Konteradmiral,contre-amiral,French,1600 CE - present
Matze,מַצָּה,Hebrew,900 BCE - 500 CE
raunen,rūnen,Middle High German,1050 CE - 1500 CE
raunen,rūnōn,Old High German,750 CE - 1050 CE
raunen,*rūnōną,Proto-Germanic,500 BCE - 500 CE
strotzen,strotzen,Middle High German,1050 CE - 1500 CE
feststecken,fest,German,750 CE - present
feststecken,stecken,German,750 CE - present
Stöckelschuh,Stöckel,German,750 CE - present
Stöckelschuh,Schuh,German,750 CE - present
flennen,flannēn,Old High German,750 CE - 1050 CE
spicken,spicken,Middle High German,1050 CE - 1500 CE
spicken,specken,Middle Low German,1200 CE - 1600 CE
verheeren,verhern,Middle High German,1050 CE - 1500 CE
verheeren,farheriōn,Old High German,750 CE - 1050 CE
Abbaumethode,Abbau,German,750 CE - present
Abbaumethode,Methode,German,750 CE - present
kleinhalten,klein,German,750 CE - present
kleinhalten,halten,German,750 CE - present
Fußvolk,Fuß,German,750 CE - present
Fußvolk,Volk,German,750 CE - present
Halunke,holomek,Czech,not available
Klüngel,klüngel,Middle High German,1050 CE - 1500 CE
Klüngel,clungelīn,Old High German,750 CE - 1050 CE
Teewärmer,Tee,German,750 CE - present
Teewärmer,Wärmer,German,750 CE - present
Heidenangst,Heide,German,750 CE - present
Heidenangst,-n-,German,750 CE - present
Heidenangst,Angst,German,750 CE - present
Wärmeverlust,Wärme,German,750 CE - present
Wärmeverlust,Verlust,German,750 CE - present
Espenlaub,Espe,German,750 CE - present
Espenlaub,-n-,German,750 CE - present
Espenlaub,Laub,German,750 CE - present
bis zum Geht-nicht-mehr,bis,German,750 CE - present
bis zum Geht-nicht-mehr,zum,German,750 CE - present
bis zum Geht-nicht-mehr,Geht,German,750 CE - present
Gebäu,gebiuwe,Middle High German,1050 CE - 1500 CE
Zirmet,silermontano,Italian,1400 CE - present
Zirmet, montanum,Medieval Latin,600 CE - 1400 CE
Süßdolde,süß,German,750 CE - present
Süßdolde,Dolde,German,750 CE - present
Waschstraße,waschen,German,750 CE - present
Waschstraße,Straße,German,750 CE - present
Katzentür,Katze,German,750 CE - present
Katzentür,Tür,German,750 CE - present
Alsterwasser,Alster,German,750 CE - present
Alsterwasser,Wasser,German,750 CE - present
Burkane,burkāns,Latvian,not available
Stimmband,Stimme,German,750 CE - present
Stimmband,Band,German,750 CE - present
Kien,kien,Middle High German,1050 CE - 1500 CE
Kien,kien,Old High German,750 CE - 1050 CE
Kien,*kiʀn,Proto-West Germanic,before 500 CE (unconfirmed)
Zahnfach,Zahn,German,750 CE - present
Zahnfach,Fach,German,750 CE - present
Knacklaut,knacken,German,750 CE - present
Knacklaut,Laut,German,750 CE - present
nackig,nacket,Middle High German,1050 CE - 1500 CE
Blaskapelle,blasen,German,750 CE - present
Blaskapelle,Kapelle,German,750 CE - present
Tiefschwa,tief,German,750 CE - present
Tiefschwa,Schwa,German,750 CE - present
Erbwort,Erbe,German,750 CE - present
Erbwort,Wort,German,750 CE - present
Abbauprozess,Abbau,German,750 CE - present
Abbauprozess,Prozess,German,750 CE - present
Raufasertapete,Raufaser,German,750 CE - present
Raufasertapete,Tapete,German,750 CE - present
Raufasertapete,rau,German,750 CE - present
Raufasertapete,Faser,German,750 CE - present
Abbeizmittel,abbeizen,German,750 CE - present
Abbeizmittel,Mittel,German,750 CE - present
Kundenservice,Kunde,German,750 CE - present
Kundenservice,Service,German,750 CE - present
Abbiegespur,abbiegen,German,750 CE - present
Abbiegespur,Spur,German,750 CE - present
Korinthenkacker,Korinthen,German,750 CE - present
Korinthenkacker,Kacker,German,750 CE - present
Kornkammer,Korn,German,750 CE - present
Kornkammer,Kammer,German,750 CE - present
Grabenkampf,Graben,German,750 CE - present
Grabenkampf,Kampf,German,750 CE - present
triezen,tritzen,Low German,1200 CE - present
triezen,tritze,Middle Low German,1200 CE - 1600 CE
Hochstuhl,hoch,German,750 CE - present
Hochstuhl,Stuhl,German,750 CE - present
rangeln,rangen,Middle High German,1050 CE - 1500 CE
rangeln,wrangen,Middle Low German,1200 CE - 1600 CE
Flugabwehrkanone,Flug,German,750 CE - present
Flugabwehrkanone,Abwehr,German,750 CE - present
Flugabwehrkanone,Kanone,German,750 CE - present
Abbrecherquote,Abbrecher,German,750 CE - present
Abbrecherquote,Quote,German,750 CE - present
Sozialtourismus,sozial,German,750 CE - present
Sozialtourismus,Tourismus,German,750 CE - present
alternative Fakten,s,English,1550 CE - present
hunderteins,hundert,German,750 CE - present
hunderteins,eins,German,750 CE - present
Halbpension,halb,German,750 CE - present
Halbpension,Pension,German,750 CE - present
Sprechstunde,sprechen,German,750 CE - present
Sprechstunde,Stunde,German,750 CE - present
Sprachenschule,Sprache,German,750 CE - present
Sprachenschule,language,German,750 CE - present
Recht haben,Recht,German,750 CE - present
Recht haben,haben,German,750 CE - present
Straßenlaterne,Straße,German,750 CE - present
Straßenlaterne,Laterne,German,750 CE - present
Schuppentier,Schuppe,German,750 CE - present
Schuppentier,Tier,German,750 CE - present
Berührungsangst,Berührung,German,750 CE - present
Berührungsangst,-s-,German,750 CE - present
Berührungsangst,Angst,German,750 CE - present
Sortiment,sortimento,Italian,1400 CE - present
Abbrucharbeiter,Abbruch,German,750 CE - present
Abbrucharbeiter,Arbeiter,German,750 CE - present
Kattun,قُطُن,Arabic,600 CE - present
Hochspannungsleitung,Hochspannung,German,750 CE - present
Hochspannungsleitung,Leitung,German,750 CE - present
Kogel,", , , ",Middle High German,1050 CE - 1500 CE
Kogel,", , ",Old High German,750 CE - 1050 CE
Kogel,cuculla,Medieval Latin,600 CE - 1400 CE
geradestehen,gerade,German,750 CE - present
geradestehen,stehen,German,750 CE - present
Stellenangebot,Stelle,German,750 CE - present
Stellenangebot,Angebot,German,750 CE - present
Fachbereich,Fach,German,750 CE - present
Fachbereich,Bereich,German,750 CE - present
Wertung,werten,German,750 CE - present
Wertung,-ung,German,750 CE - present
Serviettenring,Serviette,German,750 CE - present
Serviettenring,-n,German,750 CE - present
Serviettenring,Ring,German,750 CE - present
Tortenheber,Torte,German,750 CE - present
Tortenheber,Heber,German,750 CE - present
Konsultation,cōnsultātio,Latin,700 BCE - 500 CE
heimlichtun,heimlich,German,750 CE - present
heimlichtun,tun,German,750 CE - present
schwertun,schwer,German,750 CE - present
schwertun,tun,German,750 CE - present
Herbstmond,Herbst,German,750 CE - present
Herbstmond,Mond,German,750 CE - present
Erntemond,Ernte,German,750 CE - present
Erntemond,Mond,German,750 CE - present
Münchhausengeschichte,Münchhausen,German,750 CE - present
Münchhausengeschichte,Geschichte,German,750 CE - present
Lügengeschichte,Lüge,German,750 CE - present
Lügengeschichte,Geschichte,German,750 CE - present
Herbstvollmond,Herbst,German,750 CE - present
Herbstvollmond,Vollmond,German,750 CE - present
Frühlingsvollmond,Frühling,German,750 CE - present
Frühlingsvollmond,Vollmond,German,750 CE - present
Patiens,patiens,Latin,700 BCE - 500 CE
Abbruchbirne,Abbruch,German,750 CE - present
Abbruchbirne,Birne,German,750 CE - present
Differenzialsperre,Differential,German,750 CE - present
Differenzialsperre,Sperre,German,750 CE - present
Sperrdifferential,sperren,German,750 CE - present
Sperrdifferential,Differential,German,750 CE - present
Schneeschaufel,Schnee,German,750 CE - present
Schneeschaufel,Schaufel,German,750 CE - present
Chipkarte,Chip,German,750 CE - present
Chipkarte,Karte,German,750 CE - present
Weitsicht,weit,German,750 CE - present
Weitsicht,Sicht,German,750 CE - present
heilsam,heilsam,Middle High German,1050 CE - 1500 CE
heilsam,heilsam,Old High German,750 CE - 1050 CE
heilsam,*hailasam,Proto-West Germanic,before 500 CE (unconfirmed)
heilsam,*hailasamaz,Proto-Germanic,500 BCE - 500 CE
Drahtseilakt,Drahtseil,German,750 CE - present
Drahtseilakt,Akt,German,750 CE - present
Drohgebärde,drohen,German,750 CE - present
Drohgebärde,Gebärde,German,750 CE - present
Konfliktherd,Konflikt,German,750 CE - present
Konfliktherd,Herd,German,750 CE - present
Teilsieg,Teil,German,750 CE - present
Teilsieg,Sieg,German,750 CE - present
Brennsuppe,brennen,German,750 CE - present
Brennsuppe,Suppe,German,750 CE - present
Koalitionsregierung,Koalition,German,750 CE - present
Koalitionsregierung,-s-,German,750 CE - present
Koalitionsregierung,Regierung,German,750 CE - present
Koalitionsvertrag,Koalition,German,750 CE - present
Koalitionsvertrag,-s-,German,750 CE - present
Koalitionsvertrag,Vertrag,German,750 CE - present
erbieten,erbieten,Middle High German,1050 CE - 1500 CE
erbieten,irbiotan,Old High German,750 CE - 1050 CE
Schlafittchen,schlagen,German,750 CE - present
Schlafittchen,Fittich,German,750 CE - present
Foulspiel,Foul,German,750 CE - present
Foulspiel,Spiel,German,750 CE - present
Flickwerk,flicken,German,750 CE - present
Flickwerk,Werk,German,750 CE - present
Lockruf,locken,German,750 CE - present
Lockruf,Ruf,German,750 CE - present
Keulenschlag,Keule,German,750 CE - present
Keulenschlag,-n-,German,750 CE - present
Keulenschlag,Schlag,German,750 CE - present
springender Punkt,punctum saliēns,Latin,700 BCE - 500 CE
Gräueltat,Gräuel,German,750 CE - present
Gräueltat,Tat,German,750 CE - present
Befriedung,befrieden,German,750 CE - present
Befriedung,-ung,German,750 CE - present
Raubzug,rauben,German,750 CE - present
Raubzug,Zug,German,750 CE - present
Friedfertigkeit,Friede,German,750 CE - present
Friedfertigkeit,Fertigkeit,German,750 CE - present
schlichtweg,schlicht,German,750 CE - present
schlichtweg,weg,German,750 CE - present
Schaltzentrale,schalten,German,750 CE - present
Schaltzentrale,Zentrale,German,750 CE - present
Blankoscheck,blanko,German,750 CE - present
Blankoscheck,Scheck,German,750 CE - present
Tonlage,Ton,German,750 CE - present
Tonlage,Lage,German,750 CE - present
Kernseife,Kern,German,750 CE - present
Kernseife,Seife,German,750 CE - present
Smartcard,smart card,English,1550 CE - present
Digitalradio,digital,German,750 CE - present
Digitalradio,Radio,German,750 CE - present
Nachbarhaus,Nachbar,German,750 CE - present
Nachbarhaus,Haus,German,750 CE - present
Abbruchunternehmen,Abbruch,German,750 CE - present
Abbruchunternehmen,Unternehmen,German,750 CE - present
Nachbarjunge,Nachbar,German,750 CE - present
Nachbarjunge,Junge,German,750 CE - present
Abbruchgenehmigung,Abbruch,German,750 CE - present
Abbruchgenehmigung,Genehmigung,German,750 CE - present
Abbruchfirma,Abbruch,German,750 CE - present
Abbruchfirma,Firma,German,750 CE - present
Abbruchhaus,Abbruch,German,750 CE - present
Abbruchhaus,Haus,German,750 CE - present
gleichsehen,gleich,German,750 CE - present
gleichsehen,sehen,German,750 CE - present
Autokorso,Auto,German,750 CE - present
Autokorso,Korso,German,750 CE - present
Autokorso,corso,Italian,1400 CE - present
Korso,corso,Italian,1400 CE - present
Spargeltarzan,Spargel,German,750 CE - present
Spargeltarzan,Tarzan,German,750 CE - present
Warnblinklicht,warnen,German,750 CE - present
Warnblinklicht,Blinklicht,German,750 CE - present
Warnblinklicht,blinken,German,750 CE - present
Warnblinklicht,Licht,German,750 CE - present
Palstek,pâl,Middle Low German,1200 CE - 1600 CE
Palstek,Pfahl,German,750 CE - present
Palstek,Stich,German,750 CE - present
Peluschke,peluszka,Polish,not available
Peluschke,пелю́шка,Ukrainian,not available
Heulsuse,heulen,German,750 CE - present
Heulsuse,Suse,German,750 CE - present
Pfingstochse,Pfingsten,German,750 CE - present
Pfingstochse,Ochse,German,750 CE - present
Jammerlappen,jammern,German,750 CE - present
Jammerlappen,Lappen,German,750 CE - present
Lebensretter,Leben,German,750 CE - present
Lebensretter,Retter,German,750 CE - present
Universitätsstadt,Universität,German,750 CE - present
Universitätsstadt,-s-,German,750 CE - present
Universitätsstadt,Stadt,German,750 CE - present
Anschnallgurt,anschnallen,German,750 CE - present
Anschnallgurt,Gurt,German,750 CE - present
zwangseinweisen,Zwang,German,750 CE - present
zwangseinweisen,einweisen,German,750 CE - present
Waschraum,waschen,German,750 CE - present
Waschraum,Raum,German,750 CE - present
Duschraum,duschen,German,750 CE - present
Duschraum,Raum,German,750 CE - present
Reisetasche,reisen,German,750 CE - present
Reisetasche,Tasche,German,750 CE - present
Morgenessen,Morgen,German,750 CE - present
Morgenessen,Essen,German,750 CE - present
Massenkarambolage,Masse,German,750 CE - present
Massenkarambolage,Karambolage,German,750 CE - present
Plastikbecher,Plastik,German,750 CE - present
Plastikbecher,Becher,German,750 CE - present
gleichkommen,gleich,German,750 CE - present
gleichkommen,kommen,German,750 CE - present
Plastebecher,Plaste,German,750 CE - present
Plastebecher,Becher,German,750 CE - present
Plastikbesteck,Plastik,German,750 CE - present
Plastikbesteck,Besteck,German,750 CE - present
Plastiklöffel,Plastik,German,750 CE - present
Plastiklöffel,Löffel,German,750 CE - present
Plastikflasche,Plastik,German,750 CE - present
Plastikflasche,Flasche,German,750 CE - present
Glasflasche,Glas,German,750 CE - present
Glasflasche,Flasche,German,750 CE - present
Holzlöffel,Holz,German,750 CE - present
Holzlöffel,Löffel,German,750 CE - present
fertigbringen,fertig,German,750 CE - present
fertigbringen,bringen,German,750 CE - present
Nadelstich,Nadel,German,750 CE - present
Nadelstich,Stich,German,750 CE - present
innewohnen,inne,German,750 CE - present
innewohnen,wohnen,German,750 CE - present
Kriegspartei,Krieg,German,750 CE - present
Kriegspartei,-s-,German,750 CE - present
Kriegspartei,Partei,German,750 CE - present
Schlammschlacht,Schlamm,German,750 CE - present
Schlammschlacht,Schlacht,German,750 CE - present
Schrebergarten,Schreber,German,750 CE - present
Schrebergarten,Garten,German,750 CE - present
Unterpfand,unter,German,750 CE - present
Unterpfand,Pfand,German,750 CE - present
Panzerschiff,Panzer,German,750 CE - present
Panzerschiff,Schiff,German,750 CE - present
Schuttcontainer,Schutt,German,750 CE - present
Schuttcontainer,Container,German,750 CE - present
Startschuss,Start,German,750 CE - present
Startschuss,Schuss,German,750 CE - present
Freimut,frei,German,750 CE - present
Freimut,Mut,German,750 CE - present
Kniebank,knien,German,750 CE - present
Kniebank,Bank,German,750 CE - present
Verbindungsbeamter,Verbindung,German,750 CE - present
Verbindungsbeamter,Beamter,German,750 CE - present
Sitzzwerg,sitzen,German,750 CE - present
Sitzzwerg,Zwerg,German,750 CE - present
Mengentext,Menge,German,750 CE - present
Mengentext,Text,German,750 CE - present
Katzenbuckel,Katze,German,750 CE - present
Katzenbuckel,-n-,German,750 CE - present
Katzenbuckel,Buckel,German,750 CE - present
katzbuckeln,Katzenbuckel,German,750 CE - present
katzbuckeln,-en,German,750 CE - present
Radkappe,Rad,German,750 CE - present
Radkappe,Kappe,German,750 CE - present
Radnabe,Rad,German,750 CE - present
Radnabe,Nabe,German,750 CE - present
Scherflein,"scherf, scherpf",Middle High German,1050 CE - 1500 CE
Scherflein,scerf,Old High German,750 CE - 1050 CE
Scherflein,*skrapōną,Proto-Germanic,500 BCE - 500 CE
Scherflein,scharben,Middle High German,1050 CE - 1500 CE
Scherflein,scarbōn,Old High German,750 CE - 1050 CE
Eisbearbeitungsmaschine,Eis,German,750 CE - present
Eisbearbeitungsmaschine,Bearbeitung,German,750 CE - present
Eisbearbeitungsmaschine,-s-,German,750 CE - present
Eisbearbeitungsmaschine,Maschine,German,750 CE - present
Flugsaurier,Flug,German,750 CE - present
Flugsaurier,Saurier,German,750 CE - present
Kabinettskrieg,Kabinett,German,750 CE - present
Kabinettskrieg,-s-,German,750 CE - present
Kabinettskrieg,Krieg,German,750 CE - present
haltmachen,halt,German,750 CE - present
haltmachen,machen,German,750 CE - present
kehrtmachen,kehrt,German,750 CE - present
kehrtmachen,machen,German,750 CE - present
Todeskampf,Tod,German,750 CE - present
Todeskampf,-es-,German,750 CE - present
Todeskampf,Kampf,German,750 CE - present
Pulverkaffee,Pulver,German,750 CE - present
Pulverkaffee,Kaffee,German,750 CE - present
Endsieg,Ende,German,750 CE - present
Endsieg,Sieg,German,750 CE - present
Tabuthema,Tabu,German,750 CE - present
Tabuthema,Thema,German,750 CE - present
Hauptzutat,Haupt,German,750 CE - present
Hauptzutat,Zutat,German,750 CE - present
Scheinlogik,Schein,German,750 CE - present
Scheinlogik,Logik,German,750 CE - present
Ernstfall,Ernst,German,750 CE - present
Ernstfall,Fall,German,750 CE - present
Rückendeckung,Rücken,German,750 CE - present
Rückendeckung,Deckung,German,750 CE - present
Zürgel,sorbus,Latin,700 BCE - 500 CE
Abdampfentöler,Abdampf,German,750 CE - present
Abdampfentöler,Entöler,German,750 CE - present
Winkelzug,Winkel,German,750 CE - present
Winkelzug,Zug,German,750 CE - present
Froschperspektive,Frosch,German,750 CE - present
Froschperspektive,Perspektive,German,750 CE - present
Schiedsspruch,scheiden,German,750 CE - present
Schiedsspruch,-s,German,750 CE - present
Schiedsspruch,Spruch,German,750 CE - present
Hals-Nasen-Ohren-Heilkunde,Hals,German,750 CE - present
Hals-Nasen-Ohren-Heilkunde,Nasen,German,750 CE - present
Hals-Nasen-Ohren-Heilkunde,Ohren,German,750 CE - present
Hals-Nasen-Ohren-Heilkunde,Heilkunde,German,750 CE - present
Spottwort,Spott,German,750 CE - present
Spottwort,Wort,German,750 CE - present
Zuchthaus,Zucht,German,750 CE - present
Zuchthaus,Haus,German,750 CE - present
Spottname,Spott,German,750 CE - present
Spottname,Name,German,750 CE - present
Zündschnur,zünden,German,750 CE - present
Zündschnur,Schnur,German,750 CE - present
Unterhaus,unter,German,750 CE - present
Unterhaus,Haus,German,750 CE - present
Kulturvolk,Kultur,German,750 CE - present
Kulturvolk,Volk,German,750 CE - present
Gemeinschaftsraum,Gemeinschaft,German,750 CE - present
Gemeinschaftsraum,-s-,German,750 CE - present
Gemeinschaftsraum,Raum,German,750 CE - present
dräuen,dreun,Middle High German,1050 CE - 1500 CE
dräuen,drewen,Old High German,750 CE - 1050 CE
dräuen,*þrawjaną,Proto-Germanic,500 BCE - 500 CE
dräuen,*terʰ₃u-,Proto-Indo-European,4500 BCE - 2500 BCE
walten,walten,Middle High German,1050 CE - 1500 CE
walten,waltan,Old High German,750 CE - 1050 CE
walten,*waldan,Proto-West Germanic,before 500 CE (unconfirmed)
Entbehrung,entbēringe,Middle Low German,1200 CE - 1600 CE
Darmverschluss,Darm,German,750 CE - present
Darmverschluss,Verschluss,German,750 CE - present
dereinst,dermaleinst,German,750 CE - present
vonstattengehen,vonstatten,German,750 CE - present
vonstattengehen,gehen,German,750 CE - present
übrighaben,übrig,German,750 CE - present
übrighaben,haben,German,750 CE - present
Aushängeschild,aushängen,German,750 CE - present
Aushängeschild,Schild,German,750 CE - present
Ruhepol,Ruhe,German,750 CE - present
Ruhepol,Pol,German,750 CE - present
Eispickel,Eis,German,750 CE - present
Eispickel,Pickel,German,750 CE - present
Scherbenhaufen,Scherben,German,750 CE - present
Scherbenhaufen,Haufen,German,750 CE - present
Redeschwall,Rede,German,750 CE - present
Redeschwall,Schwall,German,750 CE - present
Erinnerungsstück,Erinnerung,German,750 CE - present
Erinnerungsstück,-s-,German,750 CE - present
Erinnerungsstück,Stück,German,750 CE - present
Hofburg,Hof,German,750 CE - present
